Review;Rating
We had a wonderful stay at this resort. We have been many times and love the casual feel of the resort and all the nature.  We are divers also and have Dive with Martin pick us up at the dock.  I want to especially thank two people this trip who made this visit extra special.  Isabel at the front desk was awesome.  We had a minor problem at check in….but I was very crabby about it.  She handled it beautifully.  She was calm and a great communicator.  Thank you Isabel!!  Also my husband and I also had a chance to work with Manolo in the fitness center.  He was so helpful.  He is very knowledgeable and able to explain things very well.   We will be back;5
I believe this was our fourth time here. That alone says a lot. It's not a huge resort, it's quaint and quiet. They do a great job with food and the employees are outstanding. They are very quick to fulfill any needs you have. You can spend all your time there, doing things like snorkeling or kayaking or sailing, or take side trips to many other parts of the island with lots of activity options. The pool, beach and entire resort is very clean and well groomed. Staff that are excellent include Wilbur, David, Carlos Ruby and Luis for waiters and Gabrielle, Fabian and Daniella as activity leaders. Just plain paradise!;4
"We've made two trips to this resort.  (April 2022 & Feb 2023).  We've never gone to the same place twice, ever.  We'll go back here again too.  That should say a lot.  It's a sure thing for a nice vacation.  We went the first time with another couple as an escape from Covid.  We were done with all inclusive resorts, preferring to cruises or condos, but decided this was a safe choice with the uncertainty of Covid.   We had a great time.  The second trip was with our early twenties daughters as a family trip.  We picked the same resort because we knew it would ""fit"" for everyone.  I scuba dive, so that's always a challenge to find a place with diving and still have lots to do for the non-divers.  This place more than covers it.  First of all. I have to say the staff at the resort";5
We had a wonderful time at Iberostar, Cozumel. Highlights included amazingly friendly service, wonderful morning yoga with Manolo (both an energising, toning experience as well as a Spanish lesson with English translation!), super positive attentive kids club members (Rosa, Monserrat, Jordan) and a wonderful jetty full of fish for snorkelling, not to mention the fabulous sunsets! We enjoyed the food- so much choice. The Christmas Eve dinner was wonderful with lots of delicious seafood. Staff were so keen to solve any problems. The only thing I would mention is that our room was slightly run down with low quality paint work. And it seemed a lot of the apartments were similar. I think it would really benefit the hotel to do some high quality decorating out of season. I also felt;4
We tried the Catamaran and Zeus and the team was a good feel for snorklers or just stay at the boat and saw stingrays at the shallow. The Zeus team even served Beer, Margaritas and some guacamole snacks while we are enjoying the beach water! Muchos Gracias!;5
This was my first time to Cozomel and went with couples that have been going for over 25 years. This has been a relaxing and very enjoyable trip. Gabriela was very friendly and tried on many occasions to get my girlfriend and I involved in daily activities. She is a pure gem to the resort and the entertainment staff.;5
This place has taken major steps to reduce their footprint on the island of Cozumel and the ocean surrounding it.   By taking sing biodegradable products and keeping the landscape forested vs cutting it down made quite an impression.   This place is beautiful and sits comfortably in a jungle like forest.   Very tranquil.   The staff are amazing. They are always pleasant, no matter who you talk to. They go out of their way to make your trip memorable.   Evening entertainment was enjoyable.   We travelled with friends (7 of us in total)  We would definitely come back here again.   Loved it.;5
We have stayed at this Iberostar 3 times, in 2015, 2017 and this year (2023). The food has improved since 2017, the rooms have been updated, and the staff is still wonderful and friendly. There are many things I love about this resort. The cons are the limited number of beach loungers. My favorite  thing to do on vacation is to relax on a lounge chair, read and look at the water. I usually like to look for a place to lounge around 10am. It was difficult to find chairs available. It was impossible on the days when large numbers of people were at the resort on day passes. There were 4 of us and usually at least one of us couldn’t get a chair. Additional chairs would help. While we were there, the air conditioning was out for a day and a half. I am guessing that is was an isolated;4
We started this trip December 30 leaving from Toronto and going to Portland Oregon where we hung out with some friends for New Year’s and a few more days after that from there we went to San Francisco for two days and then drove down the Pacific coast highway all the way to Los Angeles Santa Monica from there we went to Japan where we spent 15 beautiful day is it amazing even though it’s cold and from there going to the Philippines. So instead of going home right away because of the 14 hour time difference between the Philippines and Toronto, we decided to kill the jet lag on the beach in Mexico we arrive to the iberostar on 16 February up until the 28th is a wonderful resort and the only reason I gave it a 4 to 5. It’s because the beach is not accessible to get in the water;4
Had a fantastic time with my group of friends at this all inclusive resort.  Although the rooms smelled a little musty when we first arrived, the resort was beautiful and had an assortment of tropical animals all around, including flamingos, parrots, iguanas and turtles.  The cleaning crew did an excellent job of maintaining the rooms and the main part of the resort was always clean and inviting.  2 Marias Tex Mex restaurant was delicious.  The pool bartenders, Adrian and Manuel made delicious drinks to enjoy in the sun.  Daniela & Fabian were fantastic event coordinators who took time to converse with the customers and make them feel welcome.  Reyes and Isidro in the lobby bar worked extra hard to make our night caps delicious.  Our check out day was my birthday and when the;4
Daniela, Manuel, Adrian, Isidro, Reyes, and Eduardo are some of the best people at this resort.  The banquet staff was outstanding, the care is top notch. I have been to dozens of countries and stayed in places from hostels to 5 star hotels, and this place has it all.  I will be back, no doubt.  Thank you so much!;5
We’ve never stayed at an all inclusive, and we were pleasantly surprised! We had 4 kids, 11 years and under with us, and Iberostar made it so easy! Food, camps, crafts, animals, snorkeling, swim, shows! Great food, and amazing staff!!! Could not have been easier, or more lovely!;5
I had a conference on the mainland but family and friends went early to dive. The diving was amazing.   We went to the fitness area everyday and met Manola Carmona. He was extremely knowledgeable about fitness but also the right way to train since he is also a licensed physical therapist. He took the time to map out the best exercises  for us, took us through the routine and sent us an email so we could continue at home. I expected to just have a nice workout with friends and left with a great plan that will help me in the future. I highly recommend stopping by the fitness center or one of his classes!!;5
What an amazing place! Over 20 of us were here for a week and couldn't ask for a better time. The hospitality and service was great. We enjoyed sitting at the beach, meeting new people and in the evening enjoying the shows provided by the resort. They have many fun activities that anyone can do. Gabriela and Alberto really know how to have fun with the crowd and keep us engaged. There are shows and games in the lobby almost every night. Don't be afraid to get involved. They might ask you to sing but don't be afraid, DJ Nancy has got your back. The bartenders and waitresses/waiters are better than any I have seen. Always checking in on you and your drink. Make sure to keep an eye out for Elisandra, her smile will brighten up your day. Overall the experience was amazing. We will;5
We just got back from our trip of 5 nights at Iberostar and our first time in Cozumel.  Some positives: the bungalow style resort and rooms make for a charming and quaint vibe. The entertainment at night was always fun and a wide variety from including the guests as the stars or bringing in live music/shows. The resort and rooms were clean. The amenities such as the gym were nice, we did not make it over to the spa. You could rent water sports (kayak, snorkeling) for 5 dollars for a 2 hour window.   The cons: if you are looking for a beach where you can get in and out of the water freely than this is not the resort for that, not many reviews talk about the rocky natural of the resort. You can swim in the ocean but you must walk down the dock to get there (or bring water shoes).;3
Manolo, our Pilates/yoga instructor was extremely impressive with his technique and leadership qualities.  He consistently reminded you to respect your body while safely pushing you to do more. Loved it! Highly recommended trying it no matter your fitness level.;5
"Iberostar Cozumel is one of 120+ properties in the Iberostar Hotels & Resorts chain. This was our first stay at Iberostar Cozumel; for the past five years we have stayed at Iberostar Quetzal at Playa del Carmen. We have posted reviews of Iberostar Quetzal here (https://www.tripadvisor.com/ShowUserReviews-g150812-d154883-r744922503-Iberostar_Quetzal-Playa_del_Carmen_Yucatan_Peninsula.html?m=19905) and here (https://www.tripadvisor.com/ShowUserReviews-g150812-d154883-r659684613-Iberostar_Quetzal-Playa_del_Carmen_Yucatan_Peninsula.html?m=19905).  A comparison of the two properties would be apples-to-oranges: While Quetzal has about 350 units (as does its “sister” property next door, Tucan), Cozumel has only about 60 units. Not surprisingly, then, Cozumel is smaller, quieter, more";5
We went to Iberostar for our wedding actually and worked with the onsite coordinator (Lina) and had a fantastic experience! The venue (on the beach) was amazing and the team there did a fantastic job, surpassing my expectations for the decorations, food, and flow of the wedding.   The resort itself is beautiful.  We specifically picked it due to the fact that all the rooms are in the bungalows (versus a concrete tower) and the resort has a focus on being eco-conscious and conservation. We also loved that you can book snorkeling/diving from the dive shop onsite as well as other excursions and loved the wildlife abounding (different birds, etc).  We stayed in the Presidential Suite during our stay which I highly recommend if you are doing your wedding there on the beach, as it;5
"My first time at Iberostar Cozumel was with girlfriends in March 2022. It was such a great trip that I told my husband, ""We are definitely going back there together!"" And so we did, along with my sister and brother-in-law, for a week in February 2023. It was even better the second time around!  Not only is the location beautiful, the grounds and landscaping alone make it worth the trip. Lush, green, and peaceful, with gorgeous flowers and even the occasional Coati family scampering around!  The food is great with lots of variety, the drinks are generously poured, and their specialty restaurants are very yummy.  But it's the staff that really makes it special. Everyone is so friendly, super attentive and willing to go the extra mile. The Iberostar app has a chat function where";5
"Our cruise had a stop in Cozumel and our family decided to get day passes to the Iberostar.  The grounds are beautiful.  We had breakfast, which had a lot of different options.  We wanted to use the pool and beach for the kids.  The pool is large and has a swim up bar.  They also have a nice size kiddie pool.  Our kids took advantage of ""Star Camp"", which is a kids activity area right next to the pool.  Our kids made crafts and played on the playground.  Ismael, Rosa and Montse at Star Camp gave our kids a fantastic experience.  We would definitely choose to stay at this resort next time we come to Cozumel.";5
10/10 experience at Iberostar Cozumel!! The employees are incredibly friendly as well as helpful! Ismael, Rosa, and Montse (for example) are very good with children and are always ready to help out. The food, activities, and entertainment are beyond good!!;5
The food choices are great, if you are an omnivore. If you are vegetarian, or heaven help us, vegan, your choices for your visit are going to be very limited. Questions about the ingredients of a dish are met with blank stares.   Overall, I liked my visit. The grounds are beautifully maintained. The Spa is remarkably over priced!! I think every one means well, but a few areas are missing.   Having alcohol part of the all-inclusive isn't always a good thing. I saw way too many visitors totally blotto, and acting like complete jerks.;4
After 7 stays at the Cozumel iberostar, this is the last. Started coming in 2004.  My friends that travel with my husband and me are in complete agreement that in the future we will look for an all adult resort. The rooms are clean, the food good. Atmosphere wonderful and tropical. However, we are past wanting to be around tons of screaming. Unattended children.  We understand the bottom line of any business is bring in as many as you can. We don't begrudge iberostar. We also don't begrudge families for bringing their families. However, there's precious little for teenagers to do here at the resort and I feel sorry for them here. They can sit on their phone at home. Pool chairs have pool toys on them overnight saving for the chairs day after day, never giving anyone else a;3
Ismael is a funny guy great to be around and Rosa and Montse were very helpful. The bartender Julian is very good and helpful he works at the front desk and always makes the drinks so wonderful and amazing.;5
Iberostar is the best hotel I have ever been at. The employees are very welcoming and helpful. The star camp members Ismael, Rosa, Montse are very nice and help with your little kids. Also Julian is the best bartender highly recommend him.;5
This is a great location, especially for divers.  The dive shop is located right on site.  They offer 2 morning dives and 2 afternoon dives every day which allows for lots of flexibility for scheduling.  The Iberostar is the farthest hotel south on the island and is right on top of the best dive spots.  If you do a two tank dive, they actually come in to the dock in between dives so you can go to the bathroom and get a water or soda.  Most boat rides to the top sites were 15 minutes or less.  Great boats and dive shop.  The resort is great, it's laid out in little 4 room buildings so it feels very private.  Each has a deck with a hammock.  The beach and pool were great, we were always able to find a comfortable spot (Mid December so hotel may not have been full).  The food was;5
Ismael, Rosa, and Montse are the best! They have great food and amazing views here. The bartenders (Especially Julian) are polite and make great drinks for everyone. They have everything you need here including a gym, spa, and snack bar.;5
amazing! love the star club, food, and entertainment. We love ismael, rosa. and montse . ANGELO IS THE BEST STAR MEMBER EVEN THO HES NOT HERE. Julian is the best bartender. highly Recommend. Make sure you participate in all activities!;5
My friends and I stayed here for week with their diving package and it was great. The suites were adorable and clean, good food, and friendly hospitality. The diving was also absolutely incredible. Would definitely come back;5
I was a little leery going to Mexico and had a hard time choosing a resort. We needn't have worried as this is an amazing place! All the staff are so helpful and friendly. The food was amazing, even in the buffet. We were surprised to see sushi and oysters some evenings as well as power juices at breakfast. You would be hard pressed to not find many items to your liking. The food was very tasty with lots of flavor. I think I ate my weight in fruit while there. We did not have any trouble booking our al-a-cart meals either. There is an app you can download and choose your restaurants and times at your leisure. Even if you change your mind on the time or location it is very easy to change it.  The grounds were well-kept and the rooms were cleaned daily. Bathrooms were modern with;5
We had a fantastic time at this fabulous resort. The grounds are beautiful, our room was clean, comfortable, and equipped with everything needed, and the food was exceptional. But the most impressive thing about this resort was the staff. Everyone went above and beyond to meet all our needs and wants.;5
I had a first-class instructor, Manolo.  He patiently guided me to understand various positions and offered modifications for a beginner. I felt relaxed and comfortable with trying something new. Look forward to returning and doing it again.;5
We booked our stay at Iberostar expecting a lively, engaging resort stay. The resort was clean and well kept but the crowd it attracted was not what I expected for the vibrant lively-looking hotel. We are an outgoing mid-30s couple and it was difficult to find any couples who were around our age to socialize with during our stay.   Entertainment around the pool and pool service was nearly non-existent. Pool bar staff were regularly disassembling their bar service at 5 when the bar closed at 6. . This resort really caters to the diving culture which is easily accessible through Dressel Divers (10/10!) right on the resort.   Aside from that, the stay and staff were less than entertaining. It was difficult to stay awake beyond sundown— which is okay sometimes, but not every night.;3
Our group of eight had the best time at iberostar Cozumel. The food was amazing as was the entertainment. The bartenders, Edgar, Ruby & Hojesus took the best care of us at the pool bar. We had so many great wait staff at the restaurants. The daily entertainment at the pool with Gabriela, Daniela and Julian kept us laughing and limber. So many great pool talks with them as well. Belly laughing is good for the sole!!  The snorkeling/diving is beyond awesome here. First time to Cozumel and we will definitely be back to this resort!!;5
Where do I start?   We traveled with another couple and stayed for 7 days.  Check in was the usual 15 -20 minute resort check in.  They have an app they ask you to download and check in prior to arrival which we did.   Don't waste your time, They redo everything anyway.   Then on to the rooms.  Not really any decorations in the room just a bed, two nite stands with no power nearby, a dresser with a couple of outlets and 2 non functioning USB ports nearby, a small table and one chair.  The bathroom looked like Stevie Wonder painted it but the shower worked great.    The doors to the rooms fit so poorly that our companions found a snake in their room on day 2 and then a frog on day 5.     The entire resort could use a good power washing.   On a 7 nite stay you are only allowed to;1
An Excellent teacher for Yoga and Zumba is Manolo!  Perfectly guided us step-by-step with kindness, patience and encouragement.  Manolo is a professional who gives extra care to your fitness level. ❤️;5
Wonderful resort.Relaxing well run.You will not find a resort more caring of customer service.All staff are friendly and willing to help with anything no matter how small the request.We had a few small things after torrential rain and they were resolved in minutes.This hotel is what an all inclusive resort should  be.Special thanks to Montse and front desk staff.She is bubbly and cares about the guests.i had the best hot rock massage in the spa.;5
I visited the Iberostar in Cozumel with my family (parents, brother, sister-in-law, and boyfriend), and while I would personally label it a family trip, we are all 27+ in age so I called it a couples trip for the purposes of the review. Even though we all typically have different travel/vacation styles, we had an amazing time! There was something for everyone to enjoy individually, and things we could do together. A particular highlight for all of us was the workout classes with Manolo. We all tried pilates, yoga and Zumba. Manolo was one of the best class instructors I've ever had. He is very positive and enthusiastic, and truly reinforced that every body is different. Every class was bilingual, taught in Spanish and English (which I enjoyed since I'm always trying to improve;5
My wife and I were initially drawn to the Iberostar Cozumel as a good place to vacation in the Covid era.  Every unit has a separate outside entrance (There are no elevators or hallways).  Many of the restaurants have one or more sides open to the outside, and nothing forces you into close contact with other guests.  However, we came to love it for everything else it offers.  The emphasis here is on the outdoors and the grounds.  We wanted to snorkel, and there are major reefs just off the resort including the “best in Mexico”.  Their snorkel trip was wonderful.  They do lots of scuba also, but we didn’t participate in that.    The beach is nice.  There are coral rocks just off the water line, so you might want to wear “swim shoes”, but the water is fine.  But we reclined in the;5
This was my first time staying at Iberostar Cozumel and our stay did not disappoint!   This all inclusive has a jungly feel with flamingos and a talking parrot, lots of birds, palm trees, banana leaves.  All the buildings have hut style roofs and brightly painted buildings, the rooms are spacious and very clean.  The grounds are well maintained.  We spent most of our time on the white sandy beach with beautiful blue water.  My boyfriend loves diving, he enjoyed having dressed divers on site to go out scuba diving 10 min from the resort.  He went scuba diving almost everyday.  I enjoyed several yoga/Pilates classes with Manolo, he is an excellent instructor and he took special care as I have some mobility issues.  He offered to help with some exercises to help increase my;5
Yoga with Manolo was excellent! The setting by the beach was beautiful and Manolo was calming and an excellent instructor! He helped with posture and mental peacefulness during the practice. Looking forward to attending another class with Manolo! <3;5
Second time staying here and absolutely loved it even more than the first. Manolo was our favorite, leading an amazing yoga class right on the beach, with the waves in the background. It was a picture perfect experience. Can’t wait to come back!;5
Love this place, and Manolo is super helpful and conducts an awesome yoga class near the beach.  Food is very tasty with a lot of variety.  A little rainy on day 2 but the staff holds many activities inside to keep it fun!  We plan to come back year after year.;5
Our second time at the Iburostar Cozumel. Had a phenomenal time! I would highly recommend the morning/afternoon yoga/pilates/dance classed with Manolo! My wife talked me into going to the classes with her (my first time doing yoga) and I had a wonderful time!;5
"I love this resort.  It is not the fanciest, but I love the Hut-like atmosphere and layout.  The only disappointment is the beach.  As everyone knows, that it is rocky, but I thought the water was very ""murky"".  However, when we went out on snorkel excursion, the water clears up, right away.  I don't know if it is because of the weather/wind but I don't remember it being so dirty 15 years ago.  If you are looking for laid back with good swim-up pool bar then this is your spot!";5
My fiance and I had the best time. Became friends with some other couples here and created lifetime memories. The entire staff was fantastic, always with a smile on their faces and very personable. Julian with the entertainment and activity groups was fantastic. We will be back!;5
We love this all inclusive. This is our second trip. We traveled with family and our 4 and 6 yr old grandchildren loved star camp. Best kids camp I have ever seen and the kids loved it.  Rosa , Ismael, and Montse were incredible!  The gym was also very good and we enjoyed Manola very much. He is a physiotherapist and also helped with our Spanish. He was very qualified.  The restaurants were all good with exceptional service and a callout for Cindy.  You can walk the beach for at least a mile. and we enjoyed the food station by the beach with ceviche and different fresh grill daily for lunch.  Service was great at all stations.  We enjoy the layout because it’s not a hotel setting but 8 plex huts everywhere. Rooms were accommodating but who wants to be in a room?  Best of all the;5
Julian and Gabriella were so great, they both made our experience memorable. We had fun playing the pool/beach games and enjoying the entertainment. Rogelio was also fantastic and provided us with great service!;5
"Not a dull moment.  We are not  resort people but this experience was excellent. The STAR FRIENDS gave great encouragement to try new things and relax the Mexican way. Food was Good.  Our favorite was the Japanese restaurant. Hats off for Julian , Stephanie Humbert "" supersexy and our favorite Gabriella. It was so interesting talking to her about life in Mexico . Gracias .";5
Everything here was amazing, how everyone was with all our group, the service for all the departments excellent… every day going to the buffet and have the table ready was great! The entertainment by Julian and Gabriela super fun, motivating us to participate in all the activities. The food in general delicious. I hadn’t been in a resort like this, definitely we are coming back.;5
"Buffets was by far the best food at the resort.  Fresh, very appealing and a great variety.  Specialty restaurants were less than impressive.  Their foods were average at best; even the Mexican restaurant.";5
We were looking for a resort property with a high quality dive shop and services on site. We were delighted to find a great dive & stay package with Iberostar-Cozumel and Dressel Divers. Diving was awesome, diving staff were exceptional. Staff at the hotel were very welcoming and gracious across the resort from check-in to restaurant staff, bar staff and concierge services. Accommodations were very comfortable and well maintained in a beautiful setting. Fun atmosphere and evening activities and we truly appreciated the focus on sustainability.;5
We have loved every minute, aerobics with Gabriela and Julian were so fun. Food has been delicious anywhere we ate and we would return 😋 in a heartbeat!! All my group was enjoying the trip... ❤️❤️🥳🎂;5
We’ve been traveling for the past seven years and twice a years for the past 5.  This clearly is a favorite.  Isabel at the front desk has taken very good care of us.  I would highly recommend asking for her, she does a great job helping with whatever you need as far as rooms or other issues.  We love the buffets and have made friends with several waiters and waitresses.  Cindy is our favorite we love her and her beautiful smile..  We even stay in touch throughout the year with her and her family.  For dinner we love Wilbert, he always takes good care of us too! Each visit they all make you feel like you’re home.  There have been a number of changes in staff in the last few years that we feel is sad.  A lot of other familiar faces we enjoyed seeing are no longer there, Angelo;5
First I want to thank Isabel for always making the check in process so easy.  She always goes out of her way to be as accommodating and helpful as she can, which is so appreciated after a long day of travel.   I would also like to thank Cindy who makes every breakfast and lunch great. She goes out of her way to take care of us and makes us feel like family.   Rooms are clean and fridge is stocked daily. The grounds are well kept with beautiful plants and flowers.  We don’t make reservations at the restaurants because there’s plenty of great food at the buffets.   Normally we dive with Dressels, but decided against them this time because we didn’t feel safe on our last visits.  We went with Scuba Tony and they were awesome!! Highly recommend… we felt very spoiled.  Maximum 6;5
It was a nice time but we had a few issues. We stayed 11 nights.    This was my second visit and I brought my mom for her first time here. This place is absolutely beautiful and unique and the staff is so friendly and helpful. Check in was good and the new room keys n the all-inclusive bracelet are FANTASTIC. Food was really good. We did the Asian place twice and the Mexican twice, buffet the other nights. The desserts are wonderful and there were nights we tried 5 or 6 different ones…haha    Argely was our favorite beach waitress. She was just so sweet and attentive. She made our stay so much better!!! We did a few days by the pool and enjoyed the games and entertainment staff quite a lot, which I can’t say I’ve ever said before. The beach here is wonderful and the water is;4
This was our second time there. We will not go back.  Food was a great disappointment. We expected food like soup, pizza, pastas, sauces etc,., to be hot but was served barely warm or cold. Very limited fish selections - mostly Tilapia. This applies to the three al a carte restaurants as well.   Beach was NEVER cleaned. The lounge chairs never cleaned or set up for the morning. We saw the same pieces of garbage in the sand for the whole week. There was exposed electrical wiring in the sand beside the seating areas due to broken conduits. The stairs into the ocean off the dock have broken steps - very dangerous and unsafe.  Understaffed at the bars - long lineups to get a drink, especially when the hotel welcomes day trippers from the MANY cruise ships to swarm the beaches,;2
Great fun and proper instructions for zumba yoga and pilates with Manolo. He has such energy but also knowledge to guide us.  Recommended and also the overall hotel experience as such a beautiful place.;5
Manolo offered wonderful classes. I only attended yoga and Pilates but I’m sure his other classes, such a Zumba, are just as great! Starting my day with manolo was the highlight of my trip!! Thanks so much!;5
Very good diving services and location (close to the dives sites) It s a nice little village with beautiful housing buildings Relaxing area are comfortable  Thanks to the staff to have made my stay so enjoyable;5
Nicely located if you enjoy nature and diving. The food is very good at the grill beach restaurant (lunch and snacks), ok at the main buffet but à la carte restaurants are disappointing. There is a nice variety of drinks and some bar tender are well trained. The rooms are comfortable with enough space but a bigger dresser could be useful. The pool is nice and big enough with a bar. The activities are great: volleyball, tennis, archery... But the pool table could be better located and leveled. The lobby is a nice place to hang out. There is a theater for special performance. The sound system could be better quality though (speakers) because it's sometimes too loud. The spa is very expensive. I recommend getting massage somewhere else.;4
Love the water stations. Should put one right by the pool. Friendly staff, great drinks. The food was good and dessert was the best I’ve had at an all inclusive. The kids had a BLAST at the Kids camp and wanted to go back every day. Overall great experience;5
Food quality needed improvement, bartenders needed more training - you would order the same drink from 3 or 4 different bartenders and get 3 or 4 different drinks. Quite a few guests got ill this trip.;4
Manolo does an excellent job of leading bilingual classes. I attended 4 classes throughout my stay, and every one offered something a little bit different. As an avid practitioner, I was thrilled to see yoga offered as an activity at the resort, and even more thrilled to get to experience these great classes in such a beautiful setting.;5
We traveled with 8 of us, 2 being young kids and there were plenty of fun activities for all the ages. The food was all delicious and the staff very friendly. Our kids absolutely loved the kids Star Camp and Monserrat and Rosa are their new favorite people. They did kite flying and puzzle making and treasure hunting. So many fun activities.;5
We have been coming here for years and while this isn’t a fancy high end resort, it is comfortable and feels like home here.  Unfortunately, last night we learned they have started  a very questionable method of making money involving their restaurants.  Two of the three a la carte restaurants are very small, so it can be a challenge to get a reservation.  The smallest of the three, the oriental themed one, does not take reservations.  We tried reserving a table on the app earlier in the day, but there was nothing available - at all in any restaurant.  While waiting to see if a table for 6 became available at the oriental, my husband went next door to the Mexican restaurant to see if there was an available table anyway (you never know).  It was after 7pm and he said the place;4
I simply love this location. It is intimate and low key, I enjoy the Prestige option where I have full access to a private club area with great service. The food is always great, the resort is tucked away in relatively unspoiled wilderness and having a Dressel dive shop right on the property adjacent to one of the world's best reefs is a bonus for me. The layout of the resort is also great in that most of the activities are close together and near the beech.;5
Excellent resort! Friendly, accommodating staff.  Beautiful grounds . Loved all of the wildlife. Snorkeling right off the pier was awesome!  Crystal clear water with tons of fish, Sting Ray, star fish, octopus right off the pier! Relax on the beach or party at the pool! Can’t say enough about what a great experience we had! We could have sat for hours in the lobby with Pepe the parrot!! Can’t wait to come back!!;5
My husband and I went to celebrate my 40th birthday. Everything was excellent, our room, the food, the activities at the resort, the beautiful landscaping, and all of the people who work there were so nice and hospitable. We had a great time doing Zumba with Mano.;5
2nd stay at Iberostar Cozumel. Love the accommodations, food, beach - very relaxing family environment.  Scuba and snorkel availability is a huge us for our family.  Definitely recommend this Iberostar location.;4
I chose this resort specifically because the dive shop was located here. Totally worth every penny!!!  The staff of the resort and Dressel Divers was top notch! My only negative is a personal choice. I wouldn’t have preferred bottle beer vs cans in my fridge. That’s it!  That’s my “negative”.  I am already planning my return trip and hope to make a yearly visit!!!;5
Just returned from a great 1 week stay.    We are return guests - as we really enjoy the nature, animals, laid-back feel, and the rooms situated in small huts.   The walk to dinner in the evening is beautiful.   The landscaping / flowers are wonderful.   Resort is a must for those that enjoy beautiful walks and view the winding walkways as an adventure.     If you prefer high rise with minimal walking - not for you.   If you prefer room service in your room over mingling in the lobby - not for you.  Housekeeping for the rooms is excellent - very clean.     Loved the new addition of the room key embedded in wrist band.    No more searching for room key.    We ate at the Asian, Mexican, Smokehouse (twice) and buffet.   Thought the food was excellent at each of the four.    We ate;5
