Review;Rating
It was my first time staying in New York City. This hotel was in the perfect location for visiting the city and had an amazing time. Good location to enjoy some hockey just across the street from MSG. Great location to walk to attractions like Empire State Building and The Edge Observatory. The staff was awesome and the food was great. Will definitely be staying there anytime I come back to visit more.;5
I enjoyed staying in a clean, newly appointed room in this centrally located art deco hotel.  Subway very nearby as well as major attractions, decent exercise room,  3 good restaurants attached to the lobby depending on the types of meals you are looking for.;4
Hôtel is iconic, art deco style, characterful. Great mid town central location.  Close to Penn Station and Subway.  Beds were a little smaller than what you expect in the States but it was fine. We had an amazing view from our room. Can’t fault the stay.  Would definitely return if back in NYC again. Thanks to Jason the Concierge,  who was very helpful.;5
The New Yorker is one great hotel. Everything about it is right e.g. location - midtown and near so many places such as Macy's, Madison Square Gardens, Penn Station, Times Square and is less than a block from subway stops. The New Yorker is affordable with a variety of good size rooms and suites for most budgets - the room prices are very competitive and the value for the money is excellent. It is a part of the Wyndham group and you can use points plus cash, all points or at the very least collect points during your stay. Full disclosure I have a Wyndham card and pretty much stay at their branded hotels. We found the accommodations super clean, well appointed with a comfortable bed, quality linens, towels and toiletries. The powerful shower had a safety bar which as a senior is;5
Stayed here 4 nights but booked only really for sleeping in. Our room was pretty small & basic but had everything we needed. No tea/coffee facilities in room but you can get for an additional fee. Lobby very grand & good security as they ask to see your key before you get to the lifts so felt safe. Great view of the Empire State Building from our room. Room cleaned every day & fresh towels left. Great location as only 10/15 minute walk to Empire State Building/Times Square & right next to Penn Subway line. Couple of restaurants attached & plenty cafes/fast food places close by. Madison Square Gardens just across the road. Friendly staff & would stay again.;4
I have been to NYC 13 times since 2017.  Samira, Ramona treat me like family and they are the sole reason I always stay here.  In this day and age where customer service is at an all time low, the staff here are fantastic.;5
Che I in was a little slow as it was s busy, but to be fair we had arrived 2 hours early. Staff were patient and polite despite being beer pressure to check a many in. The lobby was very impressive and staff helpful friendly and polite throughout the hotel. Our room was clean and always made up beautifully every morning. It’s location was superb for everything we wanted to visit, especially for our fist night concert at Maddison Square Gardens.;5
I was in NYC with my wife (late 40s) for a second city break, for 4 days.  Good: The hotel is old and outdated and needs a full refit. Some will see that as bad, but I love the old Art Deco styling (see photos) Staff were very helpful Lifts were good. Like 5-6 for floors 1-20 and other side for 21-40. Only had a longish wait once. On-site restaurant food is good, as is the ticktock diner, albeit expensive. Location is excellent, certainly from transport perspective. Penn station is round corner which is a main hub. You can get easily to JFK via airtrain, LIRR, subway Beds are amazing, so comfortable, we both  had great sleeps  Bad: Rooms very small. We 'upgraded' to a room with a view. Not sure about that! Not a fault with hotel per se, but the area stinks of weed. Like every;4
The surrounding area is very daunting and intimidating. The hotel was very outdated. They do not have the normal facilities experienced in a 4* hotel, such as tea and coffee making facilities in your room and they have hidden charges to be aware of? Ask before you book?;2
I do not even consider staying elsewhere in NYC. Clean place and very efficient staff. I have been staying here for every trip to NYC and am very satisfied, prices are reasonable. I highly recommend this hotel.;5
Best hotel i have stayed in aol of my six trips to NYC. Amazing restaurants and great services, people there are great! Hope to stay there again soon enough, hope in 2023 yet. cost effective for sure!;5
I left my sunglasses in my room and there where missing.  I notifided with the security person and after that I talked with the Manager (I don't know her name) and never give me a solution. She told me the hotel had to notify to the insurance company as a claim and wait until have an answer.  I completed and sign a claim or notify form you asked to, and didn't have any answer¡¡¡;1
Room is not good, furniture is old, room windows are not clean which totally deceives the view. Internet speed is very bad. Except that it is in the center of the manhattan there's nothing this hotel can offer.;1
We stayed as a family of 3 (2 adults and a 7 year old) in room 3201 on the 32nd Floor with a view towards the Hudson. I was expecting a small room but it was huge. Could have easily fit in 3 queen size beds and still have room to move around. The room was clean although a little outdated  No fridge or kettle was a little disappointing. The bathroom was also quite small and it took a while for the shower to get hot, but it did have great water pressure.  The gym was decent enough with a good selection of cardio and fixed weights machines. Plenty of sanitisers and a cold water filter. It could have done with Air Con though as was quite warm.   We arrived at 2pm and were checked in straight away with no queues. The reception staff were lovely. The hotel felt safe with room cards;4
Visited with family for 16th birthday celebrations, having emailed the hotel to inform we were treated to a suite on the 40th floor, amazing views. Great location, very good value for money. The coffee at tick tock was the best we had in New York. Very clean and friendly.;4
Ideal location on 8th Ave. clean and efficient rooms and excellent service. Would recommend for family groups in NYC for sightseeing. Right next to Moynihan Train Hall Penn Station for subway and LIRR to JFK airport;4
I have booked this hotel for a trip this November 17-21 st 2023 and they have taken a full prepayment of 1,000 dollars when I selected to pay on arrival. I have messaged, called, AND emailed them and they have not responded once.  I feel this is my only option now to post this review.  Terrible customer service.;1
Multiple issues throughout stay and staff always unwilling and/or unable to help. Have contacted the hotel multiple times to discuss but they don't even bother getting back to you. Staff were unfriendly, even mean. Bathroom not cleaned properly. Very noisy. Tick tock room service unavailable. Staff constantly too busy to assist during stay (if you call the front desk they just hang up on you).;1
Stay away hotel is filthy and extremely dangerous just ask the police officer on the corner who advised me to get a refund before I even checked in. They would not refund my money got to the room it was the size of the closet and filthy hadn't been updated in 50 years. On my way to the room I had three people offered to sell me drugs;1
We had the loveliest stay in this hotel. Mainly thanks to the amazing staff that work here. You can really tell the staff love their jobs and love to help people. Mohammad on reception was absolutely wonderful. Unfortunately on our first night we were in a room with a noisy group of youngsters next to us who kept us up all night and we could hear everything (including the toilet flushing, them talking, their alarm etc.) so we went to reception and asked to be moved and met the wonderful Mohammad who couldn't do enough for us. He let us view multiple rooms to ensure we were happy with our final choice and ultimately ended up upgrading us which was such a wonderful gesture. It really enhanced our stay and we felt he was really understanding of the frustration of being woken up all;5
"Pro's;  -Good location.  -Bath with hot water (although bath needed some attention!)   Cons; - Very tired- the room and hotel really needs some money spent to improve. It was cramped,paint was peeling off the walls and bath, sheet was stained, headboard was peeling,cracked main lampshade and the catpet is just horrific. Bath plug looked like it was from when the building was first built and the actual bath fixture let the water drain out. The chest of drawers had a handle snapped off and the top drawer would keep opening.  - Not very helpful on front desk (they couldn't care less!) Checked in and was given the wrong room number.. then had to lug all my bags down from the 27th floor back to the reception to sort.  - Facilities fees- charged an extra $22 per night plus 2xtaxes for";2
a classic.  warm and fuzzy, new-york style.  tick tock diner is wonderful also <3  great rates, perfect location for any garment center professional, among others :)  love the authentic touches that remain.;5
Fantastic hotel room. Being New York, I was expecting a small cramped room, this was not the case, our room was large with an area with a tea and coffee machine. The bathroom was small but adequate with bath robes. Our room was on the 7th floor and was quite, no street noise, although our room was not at the front. Staff were lovely, check in was friendly, Linda H  on check in was very welcoming and upgraded us. Concierge staff very helpful in assisting us to navigate the train system, giving us a map and advising us on the best way to get to where we wanted to go. On checkout the doorman arranged a taxi to the airport for us while we sat in the comfort of the hotel.  Beautiful comfortable foyer where I met a friend for coffee on the comfortable sofas.  Great location easily;5
Beds are very small. Upon arrival, the doormen were extremely friendly. However, reception staff were a little cold. Paid for hotel well in advance and were left with a bill of over $100 dollars on the morning of us leaving. For “services and fees”. Not satisfied with the behavior of certain staff.;3
Hotel is in a perfect location across from MSG and a few blocks from Times Square and the Empire State. Easily accessible to the subway, 2 minutes away. Great range of bars and restaurants nearby within the area of the hotel and Times Square is good walk away to access the bars and restaurants there. Could do with tea and coffee making facilities in the rooms but that would be my only negative from the trip.;4
I've stayed at the New Yorker twice in a year, first with a travel group and this month with my daughter and 14 year old granddaughter.  The price was reasonable, the location is great, within walking distance to Times Square, Broadway, shopping, restaurants, without as much of the hustle and bustle.  Being close to Penn Station is really a plus also. The subway is just so New York.  It's a good idea to study the lines and areas before you go because it can really be confusing.;5
Great hotel in historical building. Needed somewhere close to Penn Station and this was awesome! Friendly staff and I felt super at ease as a solo traveler. Lots of eating opportunities nearby. Will definitely stay again!!;5
The rooms and beds on floor 7 are brilliant, every night was a guaranteed full nights sleep. The staff were also spectacular, especially Mohammed, he is the shining light of the hotel and always went out of his way to help us and tend to our every need. The hotel is an ideal base for any sightseeing tourists, being that it is on the same road as the Empire State Building and right next to Penn Station. The hotel is also connected to the Tick Tock diner, in which we were served delicious breakfast every day. The New Yorker is truly great!;5
We have just returned from The New Yorker and there are lots of things we liked but on balance the bad knocked the good points down to average. We had our resort fees included in our package with Virgin which was great, however, I do feel the fees are not value for money. We contacted the hotel before we arrived to ask for rooms close together and a nice view. We got one of those requests and had a great view of the Empire State Building. The hotel is clean and staff helpful, it is in an excellent location, so convenient for the attractions and subway.  The not so good now, the smell of weed seems to seep into the rooms through the vent, the rooms are very small and there is no fridge or kettle/coffee maker unless you pay for them. Also, the lifts were a nightmare when we;3
Stayed here over the weekend and while I stayed here over 20 years ago as well the hotel is showing its age. Still decent hotel but will need remodeling soon.  Hotel is very convenient to Penn Station and that’s good if flying from Newark and taking train into the city.;3
Loved this hotel. Excellent location. Went to watch the basketball at Madison Square Gardens which was literally across the road as was Penn Street Station. Ended up taking the train back to the airport because it was so conveniently placed.  We had a twin room and it was a good size although dark because we were directly facing another block but not really an issue. Despite it being minus 15 overnight room was warm and the temperature was easily controllable from a panel in the room.  Easy access to large variety of food places and we particularly enjoyed the Italian in the hotel. Was also across the road from a CVS so easy to stock up on snacks and drinks.  Staff all lovely and helpful and everything lovely and clean with lots of history.;5
We had an amazing stay at The New Yorker and would recommend this hotel to anyone staying in NYC. Mohammed on reception went out of his way to make this an extra special trip by helping us upgrade following our engagement. A trip we will never forget!;5
The New Yorker is in a good position for visiting the sites and shopping. Being on the corner of 8th Avenue and 34th it was easy to get our bearings each day. The lobby is beautiful. I didn’t use any facilities except the room so cannot comment. The room was warm and very clean. I would stay here again even though you can hear street noise. I think wherever you stay in Manhattan you will have street noise.;5
Just back from a great 5 night stay in The New Yorker Hotel. It's in a great location - within easy walking distance of so many places like MSG, Macys, Empire State Building, Penn Station/Moynihan Train Station, Times Square, Broadway & Port Authority to name but a few. 34th Street has excellent shopping with a whole host of stores but if you want to go further afield the subway is right outside your door. The hotel itself offers that old school art deco New York vibe which we loved. Our room was on the 37th floor with great views over the Hudson and it was fabulous watching the sunrise reflected in the sky scrapers right outside every morning. The room was huge, great for 2 adults and 2 teenagers and, for once, nobody complained about needing more pillows  - they were fluffy;4
Centrally located,beautiful hotel and the most fabulous view from our 27 floor room.The room is nice,spotlessly clean and  beautifully appointed with all the usually amenities in coffee, flat TV screen,ironing board, daily perfect housekeeping services.Miguel was the front desk (receptionist) staff checked us in and couldn't  have been nicer and more helpful. Professionalism and great customer care, thank you Miguel!;5
It was not the first time that we have stayed in this hotel, as it is well located for shopping and sightseeing. On this occasion the room was cold and despite good glazing was somewhat draughty. Even when the air conditioning controls were set at maximum you needed to be wearing thick clothes to be comfortable. Two requests to reception to resolve the heating problem got nowhere.;2
Had a double metro room (3404) with stunning views across west Manhattan.very comfy bed.Hot powerful shower.All the amenities i needed Iron board,safe ,coffee maker.Staff very friendly and not a bad price for central NYC.Location perfect .3 restaurants within hotel lobby.(Tick tick diner for breakfast) I’ve stayed here before and will use again when I return to NYC. HIGHLY RECOMMENDED;5
The only good thing about this Hotel is the location! The room as small and dated they aren’t clean the hotel stinks of week as does the whole of NYC . We was 3 adults sharing a room we had to upgrade to a suite just to be able to move this is where the issues started we read the review before. about the Hotel over charging guest and yes they over charged us by over 200 dollars I now have to get my bank to get my money back the staff really don’t have a clue it’s ruined out Holiday;2
From arriving,  staff on reception and around the hotel were so friendly and helpful.  Asked at check in if we could have a room with a view and receptionist checked and up graded.. had an amazing view. Used Tic Tok diner attached to hotel and food was brilliant,  just what we needed after walking all day, also friendly staff. Would definitely recommend this hotel even after reading mixed reviews.;5
Loved the nostalgia of the hotel. The beautiful lobby, the updated beds, the history museum downstairs, all very nice. Front desk staff always more than accommodating. We had a room with a balcony, which was a real treat. Being able to step out on the 22nd floor and having a pretty cool view of the NYC skyline, was a real treat.;4
The hotel is in a great location - especially if you goto JFK or Newark by train as Penn station is on the corner.   I sadly booked the wrong night and we found out when I turned up. Thankfully Mohammad at reception was able to find a solution for us. He was really professional and empathetic - this is hard to find at the moment as so many hotels are understaffed. We did have to book the accommodation again but he was quick in finding a fair solution. A big thanks to Mohammad.   The room was standard, clean and ok the small size but this is quite normal for New York City. We had a great view over midtown and the diner downstairs was great for breakfast.  We would recommend this hotel and stay at again.;5
I checked into The New Yorker Hotel, and from the moment I walked in I was pleasantly greeted, and checked in. The front desk clerk Lilia is amazing. Lilia asked me about my stay, she recommended places to eat, and even asked me if I had any health concerns. Lilia is very caring and attentive and assured that I would have an excellent stay which I most certainly did. Thank you Lilia!;5
There were so many positive reviews for this hotel that it seemed like a safe bet. Boy was I wrong. Let me start with the positives, and the only reasons I’m not giving one star. The location is convenient. It’s one block from Penn Station and MSG. It’s also relatively close to Time Square- about 15 blocks, so definitely walkable. When you walk into the lobby, it’s very opulent and beautiful. Nice tile floors and pretty chandeliers. There is a door man and the staff greets you when you walk in. This gave me a good feeling about the rooms. The feeling didn’t last long. As I walked to the elevators, I was aggressively stopped by the “elevator guards” demanding to see my key.  While I understand this sort of “check” may be necessary in a big city, the approach was a little severe;2
Everything was great, except for the surprise that you charge $5 a bag to store before check-in. I’ve stayed in many Wyndham hotels, including the New Yorker, & I’ve never had to pay a fee. As a Wyndham Rewards member, I think this service should be included. The location was a 3-minute walk from Penn Station. Many of the theaters were only a 15-20 minute walk.;4
The location of this hotel is excellent and enabled us to easily do everything we wanted with a mid-town base. The room was clean and well serviced and really good for the price. Staff and service were excellent and overall it was really good value. In addition, what a fantastic history - I'd recommend a visit to their little 'museum' in the basement.;5
Very convenient location surrounded by restaurants and transportation. We had a room on the 23rd floor, a little small but still very nice. They offer early check in and late check out for a small additional fee which was super convenient. We’ll be staying here again should we choose to come back to the city.;4
Pros: Check-in was good and fast. Perfect location, everything is nearby just 10 -20min away walking depending where do you want to go. Train station next to the hotel.  Restaurants in hotel and nearby Nice lobby I guess…  Cons: Rooms are really small and all decor of the hotel it’s old fashioned and rusty in some areas.  Bathrooms were clean not the best satisfaction when seeing it, you can notice it has not been renovated in a long time. Walls on room were damaged, dents and scratches. I can understand it’s a historic hotel as what i’ve seen but still I understand that the company managing needs to keep everything up to date.  I was not impressed at all with the hotel.  If I ever return to new york I will definitely look other options.;2
The New Yorker is one of those hotels that we've all heard off- every city has them- and you probably ought to stay at once to tick it off the list.  It's in a fantastic location- right by Penn Station and MSG, 5 mins walk from Macy's Herald Sq and the Empire State, 10 mins (if that) from Times Square. Getting anywhere in Manhattan is easy from here. JFK/ EWR are easy to reach from Penn Station too.   There's 3 restaurants in the hotel- Tick Tock is an iconic NY Diner open long hours with a big menu although the food and service are average at best, Trattoria Bianca is a decent Italian with a nice bar and Butcher & Banker a fantastic upscale steak house in the basement.   Downstairs, you'll find a very good fitness centre, a 24hr business centre and a little archive documenting;3
Hotel was clean, cost effective and friendly staff. Close proximity to Madison Square garden and multiple food options.   Historical significance of hotel is documented on the floor below the lobby. Very interesting and informative.   I would definitely stay again.;5
Great hotel with a very advantageous location in midtown Manhattan plus a block or 1/2 block away from the Amtrak station! Also (if you don’t know) Madison Square Garden is right above Penn Station (again, basically right across the street from the hotel).;5
What a classic piece of American history! The staff and service were 100% beyond any NYC hotel I have ever stayed at, especially the help I received from Lilia at the front desk who did triple duty for me when the bellman and porter were unavailable.   I travel everywhere for business and the service here is on par with every 5-star hotel I have ever stayed at!   When you check in ask for the newly renovated rooms!   Safe travels!;5
Where do we start?  Well seeing as the hotel cancelled the booking 2 hours before landing st JFK without telling you, this is probably setting themselves up for a fall.  Arrive at check in desk and they said no you haven't got a room. Hand the guy paperwork, show him the booking.com reservation and he says oh, we've cancelled it. Don't know why and we now have no rooms.  Pulls a rabbit out of the hat and says I'll find one.  Then charges me £425 more than the booking plus a bond on the room on top. Low floor, small, very cramped room, very dated. Think 1940's art deco.  Service terrible from reception, everyone else fairly good.  We emailed the manager 3 times when there, twice when we got back a week later and nobody has replied as apparently cancelling rooms is the norm at The;1
Very very expensive for one night. There were too many problems from start to finish and not enough help to resolve it, or they did not seem to care. The quality of their service was poor, especially for the amount of money that I paid to sleep for one night in New York. I was very disappointed. I'm not sure why people in the customer service industry think it is okay to just be dismissive and disrespectful to other. I paid my money to receive quality services and unfortunately that did not occur.;3
brilliant location, we had to move rooms 1st night due to the noise moved to 28th floor no noise when was great , very small room and hotel is dated although staff are very friendly and helpful, the tick tock rest is great :-)  hotel could def do with makeover   massive down side was not getting deposit back stayed 16-20th December  tried to contact hotel a number of times via email and phone, no replies or even got to speak to someone. they took $633 for these 4 nights.   today I actually got through on the phone and spoke with Ramona Collado and she was great, there was a fault in system and had charged instead or card put on hold, this has now been returned.  Ramona was great and was nice to act talk to some one and for this to be fixed straight away.;3
I love this hotel. It is really convenient to Broadway, Times Square, Madison Square Garden, the Empire State Building, etc. It is somewhat out of the hustle of Times Square but still accessible on foot. Inside it has an older art deco style but with spacious rooms at a decent price. This has been my hotel of choice for the last 10 years, anytime I go to New York for a show or a visit, it is my top choice to stay. The hotel offers 3 restaurants: the Tick Tock Diner is a great choice any time of the day, there is a pretty trendy bar, Trattoria Bianca, which is great for a drink or a bite to eat with there Italian specialties, lastly, there is a beautiful steakhouse below the Hotel, Butcher and Banker, for a finer evening meal. Overall The New Yorker is a fantastic choice for a;5
I stayed 4 nights at this hotel (Monday to Friday) and really enjoyed my stay. The check-in staff was great, there was good security in the lobby with people making sure you had a room key before allowing you into the elevator lobby, the room was nice and clean and my room was made up early in the mornings. I mention this last one as I am an early riser and usually come back for a quick afternoon nap. In a lot of other hotels they only clean the checkout rooms in the morning and when I get back my room is either not done up or I am interrupted in the afternoon. The cleaning staff here was really on top of things.  Another problem I have had at other large older hotels is n NYC is getting an elevator at peak times. There was no issue at the New Yorker. The elevators where not;5
Every aspect of this hotel was perfect for our purposes. I originally made the booking from UK by phone. It was not straightforward as I needed to make 3 separate reservations over a 12 day period. The lady was very accommodating. We were given an upgrade and Driss kindly reserved the same room to provide us with continuity . It is perfectly located for access to train station and Times Square.;5
I like the hotel, its location, the 30ths atmosphere and settings?But at times the age of the building and the infrastructure shows.  We had a spacious corner room (great) but the cold was barely held out by the windows, we had to close the curtains to make the room a bit warmer. The room was huge  ( we are in New York remember) but unfortunately the request for a small extra table was not granted, this would have allowed us to work a bit more comfortable during the two weeks stay with two digital nomads. Lovely staff of course but the place can get fairly busy.;4
Abysmyl from start to finish.  Cancelled booking while in flight to NY from the UK.  Overcharged for room by £400 and given an awful room.  Deliberately ignored 5 emails to reception and the manager and now only email a week after returning.  Will never use this dump again  This is not Las Vegas so why charge a resort fee. New York is not a resort. Most other hotels in NY are better and don't charge one.  The place is tired, poor quality and just not worth the hassle, money or leave you  Save your time and money and get a nice hotel.;1
Good service from staff, excellent area and near all you need,well value for money , clean every day and get what you asked for, security inside the hotel. Less food and beverage that we wanted but there are all around outside;5
Stayed for 5 nights in June 22 from check in to check out the was no issues at all, the staff are friendly & a credit to the hotel. Yes the hotel is a bit dated so if you wanting a shining new style this is not the place for you but if you want a hotel with character & charm this is the place. The room we had did not have a view but that was ok because as we know the size of NYC hotel rooms are on the small size the room we had was massive even having 2 bathrooms & the maids kept it spotless each day for us. I like the way you have to show your room key to get access to the lifts so the place feels safe. The only down thing for me is was the lack of no bar to have a drink in it's not the same sitting in a dinner or restaurant if you fancy a beer at the end of the day;5
Renovated throughout, very comfortable and particularly convenient for rail travelers.  Only drawback is that recovery from pandemic has yet allow the hotel to restore room service meals. But the Tick Tock dinner in the hotel will deliver meals from its menu to rooms.;5
My daughter and I stayed  for four days before Xmas  Staff were super from the lovely lady who looked after our room to the checking in staff could not have been more helpful. We have stayed before but the hotel has really up their game  Fantastic views of empire building room was clean tidy and warm  Hope to be back soon;5
"Lili is a disgusting woman! I  dont know how she still works there. She's very unprofessional and feels very entitled. Unnecessarily aggressive even before I even walked up to her and when I checked her and put her in her place to show her you can't talk to me anyhow, she played the ""Karen"" card. Keep a close eye on her. She's not a good representation of The New Yorker AT ALL!";3
Stayed at the New Yorker Hotel in December right before New Years Eve in NYC. Great experience. Excellent Midtown location. We had two rooms, both were clean and had views of the city. We had a suite with two double beds and a couch- a great fit for the family. The other room was tiny with a great view. The smaller room was great for a couple.;5
"I have stayed here 5 times over the last 4 years and am staying again in Feb so that speaks for itself. I have stayed in many similar rated/prices hotels in nyc before finding the New Yorker and none are up to the same standard. Lots to highlight; the staff have always been so friendly and accommodating to us (at check in, when asking for recommendations, etc). The location is perfect, it’s close enough to everything touristy without being right in your face. There are drug stores, fast food, bars all within stones through for when you want a quick stop.  I’ve seen people say the rooms are dated but that makes them sound run down, they’re old school New York but with all the modern amenities and cleanliness you want. The shower/bathroom has been a little small on some stays but";5
The hotel was very welcoming and check in was quick and easy. Beware of the damage deposit (cash £200 or card £150!). Room nice and clean, bathroom cold but showers amazing. Bed comfy and rooms cleaned daily. Breakfast is amazing in the attached restaurant, we went every morning. I would budget £25 each. Check out is late which meant we could take our time in the morning. Charged to hold bags though which we were not expecting. We have booked again for Dec 24 so I would recommend;5
Check in was really easy. Fenomenal service from mohammed at the front desk. Made sure to answer any questions we had, defintely staying here again!! Stay is also near times square which is an even bigger advantage;5
We stayed here for our first anniversary and requested a room high up with a view. We were on the 36th floor and the views were amazing! I would recommend this hotel if you're looking for something nearby and will be spending most of your time exploring like we did. The room is small but was cleaned every day and towels changed daily too! The staff are very friendly and are always happy to help. The area around the hotel isn't great but there is a lot of police presence around the busy areas so we didn't feel unsafe, just be careful as you would in any other major cities! The McDonalds across the road is a bit dodgy so avoid if you can. But the hotel is so close to the Subway and all the popular cafe's, bagel shops etc. It's close to Times Square which can get very busy! We got;4
stayed over Christmas 4 days room 3408 was really good, hotel is a bit dated but meh i don't bother much about looks. the bed was comfy shower was AMAZING like a new layer of skin each time( TALK ABOUT A POWER SHOWER) lols it was really good.  the view was reasonable we could see the edge observatory from our room which was cool   great location in NYC once we learnt how to use the subways it was so easy to scoot over the town and allways head back to PENN Station as the hotel was right above the station so super easy to get home and head out.  security was making sure the guests are the only ones in the hotel they ask for room keys to be seen which is good, they have no issues with you taking food back to your room again bonus, we got some joe's pizza from times square and it;5
This was our first visit to New York.Which we have had on our bucket list,to celebrate our birthdays for a while now,but Covid has delayed for a few years.   We landed at JFK airport and were pointed to a yellow cab.All very smooth and easy.I would say once you get going hold on.The fare including tip was $80.The driver said his employer prefers card payments,so they are not carrying cash.The card machine gives you the tip options.    Once at the hotel,it was an easy check in,they just asked for a credit card details for a security deposit.Once in the room,it wasn’t as big as I anticipated,but it was ample for us,we were only sleeping there.A double bed,toilet,shower,storage room for cases,T.V.We got up in the morning after a comfortable night.We had our breakfast at the Tick;5
We had a great time, location excellent for Penn Station making it easy to get in from Newark and unbeatable location for Madison Square gardens which is just across the road. Only 10 min walk to Hudson yards for shopping and The Edge viewing platform which was amazing, just a 10 min walk to Macy's too.  We never used the Subway at all as everything was in walking distance.  Only 5 min walk to Port Authority for buses to NJ and was easy to get to Jersey gardens for shopping.  Hotel itself was great, we were allocated one of the Tesla Rooms and although the room was bit of a squeeze for a family with luggage and shopping the views were amazing, Empire State and One Vanderbilt were both visible from the window.  Staff were all very friendly and courteous.  We used the bar a couple;4
I gave my wife this get quick trip as a Christmas present.  We had a quick get away to NYC to take in the sights and see a Broadway show.  The hotel was quiet clean and in a great midtown location.  The front desk clerk, Mohammed, was very helpful and checked in with us to make sure everything was in order.  Outstanding experience!;5
We Stayed there for 5 Nights Loved this hotel When we checked in straight away we got a upgrade to room with a view  The cleaners were in the room every day  Hotel was a great location we also got a late check out we will book into this hotel when we come back to New York;4
We booked one night at the New Yorker for a quick visit to NYC.  Due to a medical emergency, which occurred in the hotel lobby, my family and I spent several nights at this hotel.  The accommodations are quite nice.  Very clean, updated rooms at an affordable price.  What is most amazing about this hotel is the staff;5
